AUC,PR_AUC,Brier,KS,LogLoss
0.926162269895888,0.8613023818426935,0.06978919597830595,0.6854778891635577,0.24480642976342268
0.9268120791841923,0.8697902217156944,0.06529915486509953,0.7020272050016649,0.2330295343699977
0.9271794345074897,0.8743361649235567,0.06316796444830029,0.7143027537982138,0.227630589833511
0.9188149991816292,0.8578543862357587,0.06968304231100449,0.6922191244607213,0.24650254060763885
0.9297755039886078,0.8755830794591483,0.06295837545590785,0.714277703230458,0.22711228460579375
