AUC,PR_AUC,Brier,KS,LogLoss
0.9196442004171101,0.8484587009796904,0.07673357804714265,0.6754229416059704,0.26868045066683444
0.9190897484534077,0.858730798277141,0.07364595110650528,0.6973928125916318,0.26353761743208365
0.9189481075057554,0.8606739231027282,0.07323537232371467,0.6973331742978833,0.26333612180641275
0.9113605741440429,0.8439032098758378,0.07746158427108069,0.6773747771925257,0.2731407443385455
0.923681991493088,0.8615125068189512,0.07319915407976423,0.7033587730378267,0.26125963145333847
