AUC,PR_AUC,Brier,KS,LogLoss
0.9352235119807091,0.9471907398295107,0.10100775309115223,0.7137834036568214,0.32390823210371195
0.926851200250215,0.9389868808880448,0.10735791231604884,0.6968562777941091,0.33858257201931885
0.9205262928683768,0.9335897481645629,0.11236048904174406,0.6785513856350047,0.3512679377615569
0.9211924111998939,0.9357102064718303,0.11084874045391935,0.6819962962633038,0.34730458354135896
0.9205844421283718,0.9365314820272785,0.11022105724858311,0.6868734107930965,0.3470550309784863
